,factura_id,ciudad,tipo_cliente,genero,linea_producto,precio,cantidad,impuesto_5,total,fecha,hora,pago,rating,Producto_id,tienda_id,fecha_larga
348,531-80-1784,Yangon,Normal,Male,Electronic accessories,26.02,7.0,9.107,191.247,03/28/2019,17:38,Cash,5.1,6.0,5,03/28/2019 17:38
349,400-45-1220,Mandalay,Normal,Female,Health and beauty,13.5,10.0,6.75,141.75,02/27/2019,11:06,Credit card,4.8,7.0,6,02/27/2019 11:06
350,860-79-0874,Naypyitaw,Member,Female,Fashion accessories,99.3,10.0,49.65,1042.65,02/15/2019,14:53,Credit card,6.6,4.0,1,02/15/2019 14:53
351,834-61-8124,Yangon,Normal,Male,Electronic accessories,51.69,7.0,18.0915,379.9215,01/26/2019,18:22,Cash,5.5,4.0,4,01/26/2019 18:22
352,115-99-4379,Mandalay,Member,Female,Fashion accessories,54.73,7.0,19.1555,402.2655,03/14/2019,19:02,Credit card,8.5,34.0,5,03/14/2019 19:02
353,565-67-6697,Mandalay,Member,Male,Home and lifestyle,27.0,9.0,12.15,255.15,03/02/2019,14:16,Cash,4.8,6.0,6,03/02/2019 14:16
357,554-42-2417,Naypyitaw,Normal,Female,Sports and travel,95.44,10.0,47.72,1002.12,01/09/2019,13:45,Cash,5.2,4.0,4,01/09/2019 13:45
358,453-63-6187,Mandalay,Normal,Male,Electronic accessories,27.5,3.0,4.125,86.625,03/01/2019,15:40,Ewallet,6.5,34.0,3,03/01/2019 15:40
359,578-80-7669,Mandalay,Normal,Male,Sports and travel,74.97,1.0,3.7485,78.7185,03/16/2019,16:58,Cash,5.6,6.0,7,03/16/2019 16:58
360,612-36-5536,Yangon,Member,Male,Food and beverages,80.96,8.0,32.384,680.064,02/17/2019,11:12,Credit card,7.4,2.0,6,02/17/2019 11:12
361,605-72-4132,Naypyitaw,Normal,Female,Food and beverages,94.47,8.0,37.788,793.548,02/27/2019,15:12,Cash,9.1,3.0,8,02/27/2019 15:12
362,471-41-2823,Naypyitaw,Normal,Male,Food and beverages,99.79,2.0,9.979,209.559,03/07/2019,20:37,Ewallet,8.0,4.0,1,03/07/2019 20:37
363,462-67-9126,Yangon,Normal,Male,Home and lifestyle,73.22,6.0,21.966,461.286,01/21/2019,17:44,Cash,7.2,5.0,2,01/21/2019 17:44
364,272-27-9238,Naypyitaw,Normal,Female,Food and beverages,41.24,4.0,8.248,173.208,02/19/2019,16:23,Cash,7.1,6.0,4,02/19/2019 16:23
365,834-25-9262,Naypyitaw,Normal,Female,Fashion accessories,81.68,4.0,16.336,343.056,01/06/2019,12:12,Cash,9.1,6.0,5,01/06/2019 12:12
366,122-61-9553,Naypyitaw,Normal,Female,Electronic accessories,51.32,9.0,23.094,484.974,03/14/2019,19:33,Cash,5.6,7.0,7,03/14/2019 19:33
367,468-88-0009,Yangon,Member,Male,Home and lifestyle,65.94,4.0,13.188,276.948,03/24/2019,10:29,Cash,6.0,1.0,6,03/24/2019 10:29
368,613-59-9758,Naypyitaw,Normal,Female,Sports and travel,14.36,10.0,7.18,150.78,01/27/2019,14:28,Cash,5.4,1.0,8,01/27/2019 14:28
369,254-31-0042,Yangon,Member,Male,Electronic accessories,21.5,9.0,9.675,203.175,03/06/2019,12:46,Credit card,7.8,3.0,1,03/06/2019 12:46
370,201-86-2184,Mandalay,Member,Female,Electronic accessories,26.26,7.0,9.191,193.011,02/02/2019,19:40,Cash,9.9,5.0,2,02/02/2019 19:40
371,261-12-8671,Mandalay,Normal,Female,Fashion accessories,60.96,2.0,6.096,128.016,01/25/2019,19:39,Credit card,4.9,9.0,3,01/25/2019 19:39
372,730-70-9830,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6.0,21.033,441.693,03/14/2019,17:54,Ewallet,5.2,3.0,4,03/14/2019 17:54
373,382-25-8917,Naypyitaw,Normal,Male,Fashion accessories,42.08,6.0,12.624,265.104,01/29/2019,12:25,Cash,8.9,2.0,5,01/29/2019 12:25
374,422-29-8786,Yangon,Normal,Female,Home and lifestyle,67.09,5.0,16.7725,352.2225,01/03/2019,16:47,Credit card,9.1,1.0,6,01/03/2019 16:47
375,667-23-5919,Yangon,Member,Female,Fashion accessories,96.7,5.0,24.175,507.675,01/14/2019,12:52,Ewallet,7.0,1.0,1,01/14/2019 12:52
376,843-01-4703,Mandalay,Member,Female,Home and lifestyle,35.38,9.0,15.921,334.341,01/05/2019,19:50,Credit card,9.6,5.0,4,01/05/2019 19:50
377,743-88-1662,Naypyitaw,Normal,Male,Sports and travel,95.49,7.0,33.4215,701.8515,02/22/2019,18:17,Ewallet,8.7,6.0,5,02/22/2019 18:17
378,595-86-2894,Naypyitaw,Member,Male,Fashion accessories,96.98,4.0,19.396,407.316,02/06/2019,17:20,Ewallet,9.4,7.0,6,02/06/2019 17:20
379,182-69-8360,Mandalay,Normal,Female,Electronic accessories,23.65,4.0,4.73,99.33,01/30/2019,13:32,Credit card,4.0,8.0,7,01/30/2019 13:32
380,289-15-7034,Yangon,Member,Male,Sports and travel,82.33,4.0,16.466,345.786,01/11/2019,10:37,Credit card,7.5,234.0,8,01/11/2019 10:37
381,462-78-5240,Naypyitaw,Normal,Female,Electronic accessories,26.61,2.0,2.661,55.881,03/19/2019,14:35,Cash,4.2,34.0,1,03/19/2019 14:35
382,868-52-7573,Mandalay,Normal,Female,Food and beverages,99.69,5.0,24.9225,523.3725,01/14/2019,12:09,Cash,9.9,3.0,4,01/14/2019 12:09
383,153-58-4872,Naypyitaw,Member,Female,Food and beverages,74.89,4.0,14.978,314.538,03/01/2019,15:32,Ewallet,4.2,3.0,3,03/01/2019 15:32
384,662-72-2873,Yangon,Normal,Female,Food and beverages,40.94,5.0,10.235,214.935,01/06/2019,13:58,Ewallet,9.9,45.0,7,01/06/2019 13:58
385,525-88-7307,Mandalay,Member,Male,Sports and travel,75.82,1.0,3.791,79.611,01/31/2019,13:19,Cash,5.8,6.0,6,01/31/2019 13:19
386,689-16-9784,Naypyitaw,Normal,Male,Food and beverages,46.77,6.0,14.031,294.651,03/11/2019,13:37,Cash,6.0,7.0,8,03/11/2019 13:37
387,725-56-0833,Yangon,Normal,Female,Health and beauty,32.32,10.0,16.16,339.36,02/20/2019,16:49,Credit card,10.0,4.0,1,02/20/2019 16:49
388,394-41-0748,Naypyitaw,Member,Female,Fashion accessories,54.07,9.0,24.3315,510.9615,01/27/2019,14:55,Ewallet,9.5,4.0,2,01/27/2019 14:55
389,596-42-3999,Mandalay,Normal,Male,Food and beverages,18.22,7.0,6.377,133.917,03/10/2019,14:04,Credit card,6.6,34.0,4,03/10/2019 14:04
390,541-89-9860,Naypyitaw,Member,Female,Fashion accessories,80.48,3.0,12.072,253.512,02/15/2019,12:31,Cash,8.1,6.0,5,02/15/2019 12:31
391,173-82-9529,Mandalay,Normal,Female,Fashion accessories,37.95,10.0,18.975,398.475,01/26/2019,14:51,Cash,9.7,2.0,7,01/26/2019 14:51
392,563-36-9814,Yangon,Member,Male,Electronic accessories,76.82,1.0,3.841,80.661,02/13/2019,18:27,Ewallet,7.2,3.0,6,02/13/2019 18:27
393,308-47-4913,Yangon,Member,Female,Sports and travel,52.26,10.0,26.13,548.73,03/09/2019,12:45,Credit card,6.2,4.0,8,03/09/2019 12:45
394,885-17-6250,Yangon,Normal,Female,Health and beauty,79.74,1.0,3.987,83.727,03/06/2019,10:36,Ewallet,7.3,5.0,1,03/06/2019 10:36
395,726-27-2396,Yangon,Normal,Female,Health and beauty,77.5,5.0,19.375,406.875,01/24/2019,20:36,Ewallet,4.3,6.0,2,01/24/2019 20:36
396,316-01-3952,Yangon,Normal,Female,Food and beverages,54.27,5.0,13.5675,284.9175,03/13/2019,14:16,Ewallet,4.6,6.0,3,03/13/2019 14:16
397,760-54-1821,Mandalay,Normal,Male,Home and lifestyle,13.59,9.0,6.1155,128.4255,03/15/2019,10:26,Cash,5.8,7.0,4,03/15/2019 10:26
398,793-10-3222,Mandalay,Member,Female,Health and beauty,41.06,6.0,12.318,258.678,03/05/2019,13:30,Credit card,8.3,1.0,5,03/05/2019 13:30
399,346-12-3257,Mandalay,Member,Male,Electronic accessories,19.24,9.0,8.658,181.818,03/04/2019,16:28,Cash,8.0,1.0,6,03/04/2019 16:28
400,110-05-6330,Naypyitaw,Normal,Female,Food and beverages,39.43,6.0,11.829,248.409,03/25/2019,20:18,Credit card,9.4,3.0,1,03/25/2019 20:18
401,651-61-0874,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4.0,9.244,194.124,03/12/2019,20:04,Credit card,6.2,5.0,4,03/12/2019 20:04
402,236-86-3015,Naypyitaw,Member,Male,Home and lifestyle,13.98,1.0,0.699,14.679,02/04/2019,13:38,Ewallet,9.8,9.0,5,02/04/2019 13:38
403,831-64-0259,Mandalay,Normal,Female,Fashion accessories,39.75,5.0,9.9375,208.6875,02/22/2019,10:43,Ewallet,9.6,3.0,6,02/22/2019 10:43
404,587-03-7455,Naypyitaw,Member,Female,Fashion accessories,97.79,7.0,34.2265,718.7565,02/16/2019,17:30,Ewallet,4.9,2.0,7,02/16/2019 17:30
405,882-40-4577,Yangon,Member,Male,Sports and travel,67.26,4.0,13.452,282.492,01/19/2019,15:28,Credit card,8.0,1.0,8,01/19/2019 15:28
406,732-67-5346,Yangon,Normal,Male,Food and beverages,13.79,5.0,3.4475,72.3975,01/11/2019,19:07,Credit card,7.8,1.0,1,01/11/2019 19:07
407,725-32-9708,Mandalay,Member,Female,Fashion accessories,68.71,4.0,13.742,288.582,01/04/2019,19:01,Cash,4.1,5.0,4,01/04/2019 19:01
408,256-08-8343,Yangon,Normal,Female,Home and lifestyle,56.53,4.0,11.306,237.426,03/04/2019,19:48,Ewallet,5.5,6.0,3,03/04/2019 19:48
409,372-26-1506,Naypyitaw,Normal,Female,Fashion accessories,23.82,5.0,5.955,125.055,01/28/2019,19:24,Ewallet,5.4,7.0,7,01/28/2019 19:24
410,244-08-0162,Mandalay,Normal,Female,Health and beauty,34.21,10.0,17.105,359.205,01/02/2019,13:00,Cash,5.1,8.0,6,01/02/2019 13:00
411,569-71-4390,Mandalay,Normal,Male,Sports and travel,21.87,2.0,2.187,45.927,01/25/2019,14:29,Ewallet,6.9,234.0,8,01/25/2019 14:29
412,132-23-6451,Yangon,Member,Male,Health and beauty,20.97,5.0,5.2425,110.0925,01/04/2019,13:21,Cash,7.8,34.0,1,01/04/2019 13:21
413,696-90-2548,Yangon,Normal,Male,Sports and travel,25.84,3.0,3.876,81.396,03/10/2019,18:55,Ewallet,6.6,3.0,2,03/10/2019 18:55
414,472-15-9636,Yangon,Normal,Male,Home and lifestyle,50.93,8.0,20.372,427.812,03/22/2019,19:36,Ewallet,9.2,3.0,4,03/22/2019 19:36
415,268-03-6164,Mandalay,Normal,Male,Health and beauty,96.11,1.0,4.8055,100.9155,01/25/2019,16:28,Ewallet,7.8,45.0,5,01/25/2019 16:28
416,750-57-9686,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4.0,9.076,190.596,01/08/2019,13:48,Credit card,8.7,6.0,7,01/08/2019 13:48
417,186-09-3669,Naypyitaw,Member,Female,Health and beauty,81.51,1.0,4.0755,85.5855,01/22/2019,10:57,Ewallet,9.2,7.0,6,01/22/2019 10:57
418,848-07-1692,Mandalay,Normal,Female,Health and beauty,57.22,2.0,5.722,120.162,01/12/2019,17:13,Ewallet,8.3,4.0,8,01/12/2019 17:13
419,745-71-3520,Yangon,Member,Female,Electronic accessories,25.22,7.0,8.827,185.367,02/04/2019,10:23,Cash,8.2,4.0,1,02/04/2019 10:23
420,266-76-6436,Naypyitaw,Member,Female,Food and beverages,38.6,3.0,5.79,121.59,03/28/2019,13:57,Ewallet,7.5,34.0,2,03/28/2019 13:57
421,740-22-2500,Naypyitaw,Normal,Female,Electronic accessories,84.05,3.0,12.6075,264.7575,01/23/2019,13:29,Cash,9.8,6.0,3,01/23/2019 13:29
422,271-88-8734,Naypyitaw,Member,Female,Fashion accessories,97.21,10.0,48.605,1020.705,02/08/2019,13:00,Credit card,8.7,2.0,4,02/08/2019 13:00
423,301-81-8610,Mandalay,Member,Male,Fashion accessories,25.42,8.0,10.168,213.528,03/19/2019,19:42,Credit card,6.7,3.0,5,03/19/2019 19:42
424,489-64-4354,Naypyitaw,Normal,Male,Fashion accessories,16.28,1.0,0.814,17.094,03/09/2019,15:36,Cash,5.0,4.0,6,03/09/2019 15:36
425,198-84-7132,Mandalay,Member,Male,Fashion accessories,40.61,9.0,18.2745,383.7645,01/02/2019,13:40,Cash,7.0,5.0,1,01/02/2019 13:40
426,269-10-8440,Yangon,Member,Male,Health and beauty,53.17,7.0,18.6095,390.7995,01/21/2019,18:01,Cash,8.9,6.0,4,01/21/2019 18:01
427,650-98-6268,Mandalay,Member,Female,Food and beverages,20.87,3.0,3.1305,65.7405,03/20/2019,13:53,Credit card,8.0,6.0,5,03/20/2019 13:53
428,741-73-3559,Mandalay,Normal,Male,Sports and travel,67.27,5.0,16.8175,353.1675,02/27/2019,17:27,Cash,6.9,7.0,6,02/27/2019 17:27
429,325-77-6186,Yangon,Member,Female,Home and lifestyle,90.65,10.0,45.325,951.825,03/08/2019,10:53,Ewallet,7.3,1.0,7,03/08/2019 10:53
430,286-75-7818,Mandalay,Normal,Male,Fashion accessories,69.08,2.0,6.908,145.068,01/31/2019,19:48,Credit card,6.9,1.0,8,01/31/2019 19:48
431,574-57-9721,Naypyitaw,Normal,Male,Food and beverages,43.27,2.0,4.327,90.867,03/08/2019,16:53,Ewallet,5.7,3.0,1,03/08/2019 16:53
432,459-50-7686,Yangon,Normal,Female,Electronic accessories,23.46,6.0,7.038,147.798,01/13/2019,19:14,Ewallet,6.4,5.0,4,01/13/2019 19:14
433,616-87-0016,Mandalay,Normal,Male,Fashion accessories,95.54,7.0,33.439,702.219,03/09/2019,14:36,Credit card,9.6,9.0,3,03/09/2019 14:36
434,837-55-7229,Mandalay,Normal,Female,Fashion accessories,47.44,1.0,2.372,49.812,02/22/2019,18:19,Credit card,6.8,3.0,7,02/22/2019 18:19
435,751-69-0068,Naypyitaw,Normal,Male,Sports and travel,99.24,9.0,44.658,937.818,03/19/2019,19:09,Ewallet,9.0,2.0,6,03/19/2019 19:09
436,257-73-1380,Naypyitaw,Member,Male,Sports and travel,82.93,4.0,16.586,348.306,01/20/2019,16:51,Ewallet,9.6,1.0,8,01/20/2019 16:51
437,345-08-4992,Yangon,Normal,Male,Home and lifestyle,33.99,6.0,10.197,214.137,03/08/2019,15:37,Credit card,7.7,1.0,1,03/08/2019 15:37
438,549-96-4200,Naypyitaw,Member,Male,Food and beverages,17.04,4.0,3.408,71.568,03/08/2019,20:15,Ewallet,7.0,5.0,2,03/08/2019 20:15
439,810-60-6344,Naypyitaw,Normal,Female,Electronic accessories,40.86,8.0,16.344,343.224,02/07/2019,14:38,Credit card,6.5,6.0,4,02/07/2019 14:38
440,450-28-2866,Naypyitaw,Member,Male,Food and beverages,17.44,5.0,4.36,91.56,01/15/2019,19:25,Cash,8.1,7.0,5,01/15/2019 19:25
441,394-30-3170,Mandalay,Member,Female,Sports and travel,88.43,8.0,35.372,742.812,03/22/2019,19:35,Credit card,4.3,8.0,7,03/22/2019 19:35
442,138-17-5109,Yangon,Member,Female,Home and lifestyle,89.21,9.0,40.1445,843.0345,01/15/2019,15:42,Credit card,6.5,234.0,6,01/15/2019 15:42
443,192-98-7397,Naypyitaw,Normal,Male,Fashion accessories,12.78,1.0,0.639,13.419,01/08/2019,14:11,Ewallet,9.5,34.0,8,01/08/2019 14:11
444,301-11-9629,Yangon,Normal,Female,Sports and travel,19.1,7.0,6.685,140.385,01/15/2019,10:43,Cash,9.7,3.0,1,01/15/2019 10:43
445,390-80-5128,Mandalay,Member,Female,Health and beauty,19.15,1.0,0.9575,20.1075,01/28/2019,17:58,Credit card,9.5,3.0,2,01/28/2019 17:58
446,235-46-8343,Naypyitaw,Member,Male,Food and beverages,27.66,10.0,13.83,290.43,02/14/2019,11:26,Credit card,8.9,45.0,3,02/14/2019 11:26
447,453-12-7053,Naypyitaw,Normal,Male,Fashion accessories,45.74,3.0,6.861,144.081,03/10/2019,17:38,Credit card,6.5,6.0,4,03/10/2019 17:38
449,449-27-2918,Mandalay,Member,Female,Sports and travel,39.12,1.0,1.956,41.076,03/26/2019,11:02,Credit card,9.6,4.0,6,03/26/2019 11:02
450,891-01-7034,Mandalay,Normal,Female,Electronic accessories,74.71,6.0,22.413,470.673,01/01/2019,19:07,Cash,6.7,4.0,1,01/01/2019 19:07
451,744-09-5786,Mandalay,Normal,Male,Electronic accessories,22.01,6.0,6.603,138.663,01/02/2019,18:50,Cash,7.6,34.0,4,01/02/2019 18:50
452,727-17-0390,Yangon,Normal,Female,Food and beverages,63.61,5.0,15.9025,333.9525,03/16/2019,12:43,Ewallet,4.8,6.0,5,03/16/2019 12:43
453,568-88-3448,Yangon,Normal,Male,Health and beauty,25.0,1.0,1.25,26.25,03/03/2019,15:09,Ewallet,5.5,2.0,6,03/03/2019 15:09
454,187-83-5490,Yangon,Member,Male,Electronic accessories,20.77,4.0,4.154,87.234,01/31/2019,13:47,Cash,4.7,3.0,7,01/31/2019 13:47
455,767-54-1907,Mandalay,Member,Female,Fashion accessories,29.56,5.0,7.39,155.19,02/13/2019,16:59,Cash,6.9,4.0,8,02/13/2019 16:59
456,710-46-4433,Mandalay,Member,Female,Food and beverages,77.4,9.0,34.83,731.43,02/15/2019,14:15,Credit card,4.5,5.0,1,02/15/2019 14:15
457,533-33-5337,Mandalay,Normal,Male,Electronic accessories,79.39,10.0,39.695,833.595,02/07/2019,20:24,Cash,6.2,6.0,4,02/07/2019 20:24
458,325-90-8763,Naypyitaw,Member,Female,Electronic accessories,46.57,10.0,23.285,488.985,01/27/2019,13:58,Cash,7.6,6.0,3,01/27/2019 13:58
459,729-46-7422,Naypyitaw,Normal,Male,Food and beverages,35.89,1.0,1.7945,37.6845,02/23/2019,16:52,Credit card,7.9,7.0,7,02/23/2019 16:52
460,639-76-1242,Naypyitaw,Normal,Male,Food and beverages,40.52,5.0,10.13,212.73,02/03/2019,15:19,Cash,4.5,1.0,6,02/03/2019 15:19
461,234-03-4040,Mandalay,Member,Female,Food and beverages,73.05,10.0,36.525,767.025,03/03/2019,12:25,Credit card,8.7,1.0,8,03/03/2019 12:25
462,326-71-2155,Naypyitaw,Normal,Female,Sports and travel,73.95,4.0,14.79,310.59,02/03/2019,10:02,Cash,6.1,3.0,1,02/03/2019 10:02
463,320-32-8842,Naypyitaw,Member,Female,Food and beverages,22.62,1.0,1.131,23.751,03/17/2019,18:58,Cash,6.4,5.0,2,03/17/2019 18:58
464,470-32-9057,Yangon,Member,Male,Food and beverages,51.34,5.0,12.835,269.535,03/28/2019,15:31,Credit card,9.1,9.0,4,03/28/2019 15:31
465,878-30-2331,Naypyitaw,Member,Female,Sports and travel,54.55,10.0,27.275,572.775,03/02/2019,11:22,Credit card,7.1,3.0,5,03/02/2019 11:22
466,440-59-5691,Naypyitaw,Member,Female,Health and beauty,37.15,7.0,13.0025,273.0525,02/08/2019,13:12,Credit card,7.7,2.0,7,02/08/2019 13:12
467,554-53-3790,Mandalay,Normal,Male,Sports and travel,37.02,6.0,11.106,233.226,03/22/2019,18:33,Cash,4.5,1.0,6,03/22/2019 18:33
468,746-19-0921,Naypyitaw,Normal,Male,Food and beverages,21.58,1.0,1.079,22.659,02/09/2019,10:02,Ewallet,7.2,1.0,8,02/09/2019 10:02
469,233-34-0817,Naypyitaw,Member,Female,Electronic accessories,98.84,1.0,4.942,103.782,02/15/2019,11:21,Cash,8.4,5.0,1,02/15/2019 11:21
470,767-05-1286,Naypyitaw,Member,Female,Home and lifestyle,83.77,6.0,25.131,527.751,01/23/2019,12:10,Ewallet,5.4,6.0,2,01/23/2019 12:10
471,340-21-9136,Yangon,Member,Female,Sports and travel,40.05,4.0,8.01,168.21,01/25/2019,11:40,Cash,9.7,7.0,3,01/25/2019 11:40
472,405-31-3305,Yangon,Member,Male,Fashion accessories,43.13,10.0,21.565,452.865,02/02/2019,18:31,Credit card,5.5,8.0,4,02/02/2019 18:31
473,731-59-7531,Mandalay,Member,Male,Health and beauty,72.57,8.0,29.028,609.588,03/30/2019,17:58,Cash,4.6,234.0,5,03/30/2019 17:58
474,676-39-6028,Yangon,Member,Female,Electronic accessories,64.44,5.0,16.11,338.31,03/30/2019,17:04,Cash,6.6,34.0,6,03/30/2019 17:04
475,502-05-1910,Yangon,Normal,Male,Health and beauty,65.18,3.0,9.777,205.317,02/25/2019,20:35,Credit card,6.3,3.0,1,02/25/2019 20:35
476,485-30-8700,Yangon,Normal,Female,Sports and travel,33.26,5.0,8.315,174.615,03/18/2019,16:10,Credit card,4.2,3.0,4,03/18/2019 16:10
477,598-47-9715,Naypyitaw,Normal,Male,Electronic accessories,84.07,4.0,16.814,353.094,03/07/2019,16:54,Ewallet,4.4,45.0,5,03/07/2019 16:54
478,701-69-8742,Mandalay,Normal,Male,Sports and travel,34.37,10.0,17.185,360.885,03/16/2019,10:11,Ewallet,6.7,6.0,6,03/16/2019 10:11
479,575-67-1508,Yangon,Normal,Male,Electronic accessories,38.6,1.0,1.93,40.53,01/29/2019,11:26,Ewallet,6.7,7.0,7,01/29/2019 11:26
480,541-08-3113,Naypyitaw,Normal,Male,Food and beverages,65.97,8.0,26.388,554.148,02/02/2019,20:29,Cash,8.4,4.0,8,02/02/2019 20:29
481,246-11-3901,Naypyitaw,Normal,Female,Electronic accessories,32.8,10.0,16.4,344.4,02/15/2019,12:12,Cash,6.2,4.0,1,02/15/2019 12:12
482,674-15-9296,Yangon,Normal,Male,Sports and travel,37.14,5.0,9.285,194.985,01/08/2019,13:05,Ewallet,5.0,34.0,4,01/08/2019 13:05
483,305-18-3552,Mandalay,Member,Male,Home and lifestyle,60.38,10.0,30.19,633.99,02/12/2019,16:19,Cash,6.0,6.0,3,02/12/2019 16:19
489,627-95-3243,Mandalay,Member,Female,Home and lifestyle,77.68,9.0,34.956,734.076,02/04/2019,13:21,Ewallet,9.8,4.0,4,02/04/2019 13:21
490,686-41-0932,Mandalay,Normal,Female,Fashion accessories,34.7,2.0,3.47,72.87,03/13/2019,19:48,Ewallet,8.2,34.0,5,03/13/2019 19:48
491,510-09-5628,Yangon,Member,Female,Fashion accessories,19.66,10.0,9.83,206.43,03/15/2019,18:20,Credit card,7.2,6.0,7,03/15/2019 18:20
492,608-04-3797,Mandalay,Member,Female,Health and beauty,25.32,8.0,10.128,212.688,03/05/2019,20:24,Ewallet,8.7,2.0,6,03/05/2019 20:24
493,148-82-2527,Naypyitaw,Member,Female,Home and lifestyle,12.12,10.0,6.06,127.26,03/05/2019,13:44,Credit card,8.4,3.0,8,03/05/2019 13:44
494,437-53-3084,Mandalay,Normal,Male,Fashion accessories,99.89,2.0,9.989,209.769,02/26/2019,11:48,Ewallet,7.1,4.0,1,02/26/2019 11:48
495,632-32-4574,Mandalay,Normal,Male,Sports and travel,75.92,8.0,30.368,637.728,03/20/2019,14:14,Cash,5.5,5.0,2,03/20/2019 14:14
496,556-97-7101,Naypyitaw,Normal,Female,Electronic accessories,63.22,2.0,6.322,132.762,01/01/2019,15:51,Cash,8.5,6.0,3,01/01/2019 15:51
497,862-59-8517,Naypyitaw,Normal,Female,Food and beverages,90.24,6.0,27.072,568.512,01/27/2019,11:17,Cash,6.2,6.0,4,01/27/2019 11:17
498,401-18-8016,Mandalay,Member,Female,Sports and travel,98.13,1.0,4.9065,103.0365,01/21/2019,17:36,Cash,8.9,7.0,5,01/21/2019 17:36
499,420-18-8989,Yangon,Member,Female,Sports and travel,51.52,8.0,20.608,432.768,02/02/2019,15:47,Cash,9.6,1.0,6,02/02/2019 15:47
500,277-63-2961,Mandalay,Member,Male,Sports and travel,73.97,1.0,3.6985,77.6685,02/03/2019,15:53,Credit card,5.4,1.0,2,02/03/2019 15:53
501,573-98-8548,Naypyitaw,Member,Female,Fashion accessories,31.9,1.0,1.595,33.495,01/05/2019,12:40,Ewallet,9.1,3.0,3,01/05/2019 12:40
502,620-02-2046,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2.0,6.94,145.74,01/27/2019,19:48,Ewallet,9.0,5.0,4,01/27/2019 19:48
503,282-35-2475,Mandalay,Normal,Female,Sports and travel,93.31,2.0,9.331,195.951,03/25/2019,17:53,Cash,6.3,9.0,5,03/25/2019 17:53
504,511-54-3087,Mandalay,Normal,Male,Sports and travel,88.45,1.0,4.4225,92.8725,02/25/2019,16:36,Credit card,9.5,3.0,6,02/25/2019 16:36
505,726-29-6793,Yangon,Member,Male,Electronic accessories,24.18,8.0,9.672,203.112,01/28/2019,20:54,Ewallet,9.8,2.0,1,01/28/2019 20:54
506,387-49-4215,Mandalay,Member,Female,Sports and travel,48.5,3.0,7.275,152.775,01/08/2019,12:50,Cash,6.7,1.0,4,01/08/2019 12:50
507,862-17-9201,Mandalay,Normal,Female,Food and beverages,84.05,6.0,25.215,529.515,01/29/2019,10:48,Credit card,7.7,1.0,5,01/29/2019 10:48
508,291-21-5991,Mandalay,Member,Male,Health and beauty,61.29,5.0,15.3225,321.7725,03/29/2019,14:28,Cash,7.0,5.0,6,03/29/2019 14:28
509,602-80-9671,Naypyitaw,Member,Female,Home and lifestyle,15.95,6.0,4.785,100.485,02/09/2019,17:15,Credit card,5.1,6.0,7,02/09/2019 17:15
510,347-72-6115,Mandalay,Member,Female,Sports and travel,90.74,7.0,31.759,666.939,01/16/2019,18:03,Credit card,6.2,7.0,8,01/16/2019 18:03
511,209-61-0206,Yangon,Normal,Female,Home and lifestyle,42.91,5.0,10.7275,225.2775,01/05/2019,17:29,Ewallet,6.1,8.0,1,01/05/2019 17:29
512,595-27-4851,Yangon,Normal,Female,Fashion accessories,54.28,7.0,18.998,398.958,01/27/2019,18:05,Ewallet,9.3,234.0,4,01/27/2019 18:05
513,189-52-0236,Yangon,Normal,Male,Electronic accessories,99.55,7.0,34.8425,731.6925,03/14/2019,12:07,Cash,7.6,34.0,3,03/14/2019 12:07
514,503-07-0930,Naypyitaw,Member,Male,Sports and travel,58.39,7.0,20.4365,429.1665,02/23/2019,19:49,Credit card,8.2,3.0,7,02/23/2019 19:49
515,413-20-6708,Naypyitaw,Member,Female,Fashion accessories,51.47,1.0,2.5735,54.0435,03/18/2019,15:52,Ewallet,8.5,3.0,6,03/18/2019 15:52
516,425-85-2085,Mandalay,Member,Male,Health and beauty,54.86,5.0,13.715,288.015,03/29/2019,16:48,Ewallet,9.8,45.0,8,03/29/2019 16:48
517,521-18-7827,Naypyitaw,Member,Male,Home and lifestyle,39.39,5.0,9.8475,206.7975,01/22/2019,20:46,Credit card,8.7,6.0,1,01/22/2019 20:46
518,220-28-1851,Yangon,Normal,Male,Home and lifestyle,34.73,2.0,3.473,72.933,03/01/2019,18:14,Ewallet,9.7,7.0,2,03/01/2019 18:14
519,600-38-9738,Naypyitaw,Member,Male,Sports and travel,71.92,5.0,17.98,377.58,01/17/2019,15:05,Credit card,4.3,4.0,4,01/17/2019 15:05
520,734-91-1155,Mandalay,Normal,Female,Electronic accessories,45.71,3.0,6.8565,143.9865,03/26/2019,10:34,Credit card,7.7,4.0,5,03/26/2019 10:34
521,451-28-5717,Naypyitaw,Member,Female,Home and lifestyle,83.17,6.0,24.951,523.971,03/20/2019,11:23,Cash,7.3,34.0,7,03/20/2019 11:23
522,609-81-8548,Yangon,Member,Female,Home and lifestyle,37.44,6.0,11.232,235.872,02/06/2019,13:55,Credit card,5.9,6.0,6,02/06/2019 13:55
523,133-14-7229,Naypyitaw,Normal,Male,Health and beauty,62.87,2.0,6.287,132.027,01/01/2019,11:43,Cash,5.0,2.0,8,01/01/2019 11:43
