factura_id;ciudad;tipo_cliente;genero;linea_producto;precio;cantidad;impuesto_5;total;fecha;hora;pago;rating;Producto_id;tienda_id
271-88-8734;Naypyitaw;Member;Female;Fashion accessories;97.21;10;48.605;1020.705;02/08/2019;13:00;Credit card;8.7;2;4
301-81-8610;Mandalay;Member;Male;Fashion accessories;25.42;8;10.168;213.528;03/19/2019;19:42;Credit card;6.7;3;5
489-64-4354;Naypyitaw;Normal;Male;Fashion accessories;16.28;1;0.814;17.094;03/09/2019;15:36;Cash;5;4;6
198-84-7132;Mandalay;Member;Male;Fashion accessories;40.61;9;18.2745;383.7645;01/02/2019;13:40;Cash;7;5;1
269-10-8440;Yangon;Member;Male;Health and beauty;53.17;7;18.6095;390.7995;01/21/2019;18:01;Cash;8.9;6;4
650-98-6268;Mandalay;Member;Female;Food and beverages;20.87;3;3.1305;65.7405;03/20/2019;13:53;Credit card;8;6;5
741-73-3559;Mandalay;Normal;Male;Sports and travel;67.27;5;16.8175;353.1675;02/27/2019;17:27;Cash;6.9;7;6
325-77-6186;Yangon;Member;Female;Home and lifestyle;90.65;10;45.325;951.825;03/08/2019;10:53;Ewallet;7.3;1;7
286-75-7818;Mandalay;Normal;Male;Fashion accessories;69.08;2;6.908;145.068;01/31/2019;19:48;Credit card;6.9;1;8
574-57-9721;Naypyitaw;Normal;Male;Food and beverages;43.27;2;4.327;90.867;03/08/2019;16:53;Ewallet;5.7;3;1
459-50-7686;Yangon;Normal;Female;Electronic accessories;23.46;6;7.038;147.798;01/13/2019;19:14;Ewallet;6.4;5;4
616-87-0016;Mandalay;Normal;Male;Fashion accessories;95.54;7;33.439;702.219;03/09/2019;14:36;Credit card;9.6;9;3
837-55-7229;Mandalay;Normal;Female;Fashion accessories;47.44;1;2.372;49.812;02/22/2019;18:19;Credit card;6.8;3;7
751-69-0068;Naypyitaw;Normal;Male;Sports and travel;99.24;9;44.658;937.818;03/19/2019;19:09;Ewallet;9;2;6
257-73-1380;Naypyitaw;Member;Male;Sports and travel;82.93;4;16.586;348.306;01/20/2019;16:51;Ewallet;9.6;1;8
345-08-4992;Yangon;Normal;Male;Home and lifestyle;33.99;6;10.197;214.137;03/08/2019;15:37;Credit card;7.7;1;1
549-96-4200;Naypyitaw;Member;Male;Food and beverages;17.04;4;3.408;71.568;03/08/2019;20:15;Ewallet;7;5;2
810-60-6344;Naypyitaw;Normal;Female;Electronic accessories;40.86;8;16.344;343.224;02/07/2019;14:38;Credit card;6.5;6;4
450-28-2866;Naypyitaw;Member;Male;Food and beverages;17.44;5;4.36;91.56;01/15/2019;19:25;Cash;8.1;7;5
394-30-3170;Mandalay;Member;Female;Sports and travel;88.43;8;35.372;742.812;03/22/2019;19:35;Credit card;4.3;8;7
138-17-5109;Yangon;Member;Female;Home and lifestyle;89.21;9;40.1445;843.0345;01/15/2019;15:42;Credit card;6.5;234;6
192-98-7397;Naypyitaw;Normal;Male;Fashion accessories;12.78;1;0.639;13.419;01/08/2019;14:11;Ewallet;9.5;34;8
301-11-9629;Yangon;Normal;Female;Sports and travel;19.1;7;6.685;140.385;01/15/2019;10:43;Cash;9.7;3;1
390-80-5128;Mandalay;Member;Female;Health and beauty;19.15;1;0.9575;20.1075;01/28/2019;17:58;Credit card;9.5;3;2
235-46-8343;Naypyitaw;Member;Male;Food and beverages;27.66;10;13.83;290.43;02/14/2019;11:26;Credit card;8.9;45;3
453-12-7053;Naypyitaw;Normal;Male;Fashion accessories;45.74;3;6.861;144.081;03/10/2019;17:38;Credit card;6.5;6;4
296-11-7041;Mandalay;Member;Female;Health and beauty;27.07;;1.3535;28.4235;01/12/2019;20:07;Credit card;5.3;7;5
449-27-2918;Mandalay;Member;Female;Sports and travel;39.12;1;1.956;41.076;03/26/2019;11:02;Credit card;9.6;4;6
891-01-7034;Mandalay;Normal;Female;Electronic accessories;74.71;6;22.413;470.673;01/01/2019;19:07;Cash;6.7;4;1
744-09-5786;Mandalay;Normal;Male;Electronic accessories;22.01;6;6.603;138.663;01/02/2019;18:50;Cash;7.6;34;4
727-17-0390;Yangon;Normal;Female;Food and beverages;63.61;5;15.9025;333.9525;03/16/2019;12:43;Ewallet;4.8;6;5
568-88-3448;Yangon;Normal;Male;Health and beauty;25;1;1.25;26.25;03/03/2019;15:09;Ewallet;5.5;2;6
187-83-5490;Yangon;Member;Male;Electronic accessories;20.77;4;4.154;87.234;01/31/2019;13:47;Cash;4.7;3;7
767-54-1907;Mandalay;Member;Female;Fashion accessories;29.56;5;7.39;155.19;02/13/2019;16:59;Cash;6.9;4;8
710-46-4433;Mandalay;Member;Female;Food and beverages;77.4;9;34.83;731.43;02/15/2019;14:15;Credit card;4.5;5;1
533-33-5337;Mandalay;Normal;Male;Electronic accessories;79.39;10;39.695;833.595;02/07/2019;20:24;Cash;6.2;6;4
325-90-8763;Naypyitaw;Member;Female;Electronic accessories;46.57;10;23.285;488.985;01/27/2019;13:58;Cash;7.6;6;3
729-46-7422;Naypyitaw;Normal;Male;Food and beverages;35.89;1;1.7945;37.6845;02/23/2019;16:52;Credit card;7.9;7;7
639-76-1242;Naypyitaw;Normal;Male;Food and beverages;40.52;5;10.13;212.73;02/03/2019;15:19;Cash;4.5;1;6
234-03-4040;Mandalay;Member;Female;Food and beverages;73.05;10;36.525;767.025;03/03/2019;12:25;Credit card;8.7;1;8
326-71-2155;Naypyitaw;Normal;Female;Sports and travel;73.95;4;14.79;310.59;02/03/2019;10:02;Cash;6.1;3;1
320-32-8842;Naypyitaw;Member;Female;Food and beverages;22.62;1;1.131;23.751;03/17/2019;18:58;Cash;6.4;5;2
470-32-9057;Yangon;Member;Male;Food and beverages;51.34;5;12.835;269.535;03/28/2019;15:31;Credit card;9.1;9;4
878-30-2331;Naypyitaw;Member;Female;Sports and travel;54.55;10;27.275;572.775;03/02/2019;11:22;Credit card;7.1;3;5
440-59-5691;Naypyitaw;Member;Female;Health and beauty;37.15;7;13.0025;273.0525;02/08/2019;13:12;Credit card;7.7;2;7
554-53-3790;Mandalay;Normal;Male;Sports and travel;37.02;6;11.106;233.226;03/22/2019;18:33;Cash;4.5;1;6
746-19-0921;Naypyitaw;Normal;Male;Food and beverages;21.58;1;1.079;22.659;02/09/2019;10:02;Ewallet;7.2;1;8
233-34-0817;Naypyitaw;Member;Female;Electronic accessories;98.84;1;4.942;103.782;02/15/2019;11:21;Cash;8.4;5;1
767-05-1286;Naypyitaw;Member;Female;Home and lifestyle;83.77;6;25.131;527.751;01/23/2019;12:10;Ewallet;5.4;6;2
340-21-9136;Yangon;Member;Female;Sports and travel;40.05;4;8.01;168.21;01/25/2019;11:40;Cash;9.7;7;3
405-31-3305;Yangon;Member;Male;Fashion accessories;43.13;10;21.565;452.865;02/02/2019;18:31;Credit card;5.5;8;4
731-59-7531;Mandalay;Member;Male;Health and beauty;72.57;8;29.028;609.588;03/30/2019;17:58;Cash;4.6;234;5
676-39-6028;Yangon;Member;Female;Electronic accessories;64.44;5;16.11;338.31;03/30/2019;17:04;Cash;6.6;34;6
502-05-1910;Yangon;Normal;Male;Health and beauty;65.18;3;9.777;205.317;02/25/2019;20:35;Credit card;6.3;3;1
485-30-8700;Yangon;Normal;Female;Sports and travel;33.26;5;8.315;174.615;03/18/2019;16:10;Credit card;4.2;3;4
598-47-9715;Naypyitaw;Normal;Male;Electronic accessories;84.07;4;16.814;353.094;03/07/2019;16:54;Ewallet;4.4;45;5
701-69-8742;Mandalay;Normal;Male;Sports and travel;34.37;10;17.185;360.885;03/16/2019;10:11;Ewallet;6.7;6;6
575-67-1508;Yangon;Normal;Male;Electronic accessories;38.6;1;1.93;40.53;01/29/2019;11:26;Ewallet;6.7;7;7
541-08-3113;Naypyitaw;Normal;Male;Food and beverages;65.97;8;26.388;554.148;02/02/2019;20:29;Cash;8.4;4;8
246-11-3901;Naypyitaw;Normal;Female;Electronic accessories;32.8;10;16.4;344.4;02/15/2019;12:12;Cash;6.2;4;1
674-15-9296;Yangon;Normal;Male;Sports and travel;37.14;5;9.285;194.985;01/08/2019;13:05;Ewallet;5;34;4
305-18-3552;Mandalay;Member;Male;Home and lifestyle;60.38;10;30.19;633.99;02/12/2019;16:19;Cash;6;6;3
493-65-6248;Naypyitaw;Member;Female;Sports and travel;36.98;10;18.49;388.29;01/01/2019;19:48;Credit card;7;;7
438-01-4015;Mandalay;Member;Female;Sports and travel;49.49;4;9.898;207.858;03/21/2019;15:25;Ewallet;6.6;;6
709-58-4068;Mandalay;Normal;Female;Fashion accessories;41.09;10;20.545;431.445;02/28/2019;14:42;Cash;7.3;;8
795-49-7276;Yangon;Normal;Male;Fashion accessories;37.15;4;7.43;156.03;03/23/2019;18:59;Ewallet;8.3;;1
556-72-8512;Naypyitaw;Normal;Male;Home and lifestyle;22.96;1;1.148;24.108;01/30/2019;20:47;Cash;4.3;;2
627-95-3243;Mandalay;Member;Female;Home and lifestyle;77.68;9;34.956;734.076;02/04/2019;13:21;Ewallet;9.8;4;4
686-41-0932;Mandalay;Normal;Female;Fashion accessories;34.7;2;3.47;72.87;03/13/2019;19:48;Ewallet;8.2;34;5
510-09-5628;Yangon;Member;Female;Fashion accessories;19.66;10;9.83;206.43;03/15/2019;18:20;Credit card;7.2;6;7
608-04-3797;Mandalay;Member;Female;Health and beauty;25.32;8;10.128;212.688;03/05/2019;20:24;Ewallet;8.7;2;6
148-82-2527;Naypyitaw;Member;Female;Home and lifestyle;12.12;10;6.06;127.26;03/05/2019;13:44;Credit card;8.4;3;8
437-53-3084;Mandalay;Normal;Male;Fashion accessories;99.89;2;9.989;209.769;02/26/2019;11:48;Ewallet;7.1;4;1
632-32-4574;Mandalay;Normal;Male;Sports and travel;75.92;8;30.368;637.728;03/20/2019;14:14;Cash;5.5;5;2
556-97-7101;Naypyitaw;Normal;Female;Electronic accessories;63.22;2;6.322;132.762;01/01/2019;15:51;Cash;8.5;6;3
862-59-8517;Naypyitaw;Normal;Female;Food and beverages;90.24;6;27.072;568.512;01/27/2019;11:17;Cash;6.2;6;4
401-18-8016;Mandalay;Member;Female;Sports and travel;98.13;1;4.9065;103.0365;01/21/2019;17:36;Cash;8.9;7;5
420-18-8989;Yangon;Member;Female;Sports and travel;51.52;8;20.608;432.768;02/02/2019;15:47;Cash;9.6;1;6
277-63-2961;Mandalay;Member;Male;Sports and travel;73.97;1;3.6985;77.6685;02/03/2019;15:53;Credit card;5.4;1;2
573-98-8548;Naypyitaw;Member;Female;Fashion accessories;31.9;1;1.595;33.495;01/05/2019;12:40;Ewallet;9.1;3;3
620-02-2046;Naypyitaw;Normal;Male;Home and lifestyle;69.4;2;6.94;145.74;01/27/2019;19:48;Ewallet;9;5;4
282-35-2475;Mandalay;Normal;Female;Sports and travel;93.31;2;9.331;195.951;03/25/2019;17:53;Cash;6.3;9;5
511-54-3087;Mandalay;Normal;Male;Sports and travel;88.45;1;4.4225;92.8725;02/25/2019;16:36;Credit card;9.5;3;6
726-29-6793;Yangon;Member;Male;Electronic accessories;24.18;8;9.672;203.112;01/28/2019;20:54;Ewallet;9.8;2;1
387-49-4215;Mandalay;Member;Female;Sports and travel;48.5;3;7.275;152.775;01/08/2019;12:50;Cash;6.7;1;4
862-17-9201;Mandalay;Normal;Female;Food and beverages;84.05;6;25.215;529.515;01/29/2019;10:48;Credit card;7.7;1;5
291-21-5991;Mandalay;Member;Male;Health and beauty;61.29;5;15.3225;321.7725;03/29/2019;14:28;Cash;7;5;6
602-80-9671;Naypyitaw;Member;Female;Home and lifestyle;15.95;6;4.785;100.485;02/09/2019;17:15;Credit card;5.1;6;7
347-72-6115;Mandalay;Member;Female;Sports and travel;90.74;7;31.759;666.939;01/16/2019;18:03;Credit card;6.2;7;8
209-61-0206;Yangon;Normal;Female;Home and lifestyle;42.91;5;10.7275;225.2775;01/05/2019;17:29;Ewallet;6.1;8;1
595-27-4851;Yangon;Normal;Female;Fashion accessories;54.28;7;18.998;398.958;01/27/2019;18:05;Ewallet;9.3;234;4
189-52-0236;Yangon;Normal;Male;Electronic accessories;99.55;7;34.8425;731.6925;03/14/2019;12:07;Cash;7.6;34;3
503-07-0930;Naypyitaw;Member;Male;Sports and travel;58.39;7;20.4365;429.1665;02/23/2019;19:49;Credit card;8.2;3;7
413-20-6708;Naypyitaw;Member;Female;Fashion accessories;51.47;1;2.5735;54.0435;03/18/2019;15:52;Ewallet;8.5;3;6
425-85-2085;Mandalay;Member;Male;Health and beauty;54.86;5;13.715;288.015;03/29/2019;16:48;Ewallet;9.8;45;8
521-18-7827;Naypyitaw;Member;Male;Home and lifestyle;39.39;5;9.8475;206.7975;01/22/2019;20:46;Credit card;8.7;6;1
220-28-1851;Yangon;Normal;Male;Home and lifestyle;34.73;2;3.473;72.933;03/01/2019;18:14;Ewallet;9.7;7;2
600-38-9738;Naypyitaw;Member;Male;Sports and travel;71.92;5;17.98;377.58;01/17/2019;15:05;Credit card;4.3;4;4
734-91-1155;Mandalay;Normal;Female;Electronic accessories;45.71;3;6.8565;143.9865;03/26/2019;10:34;Credit card;7.7;4;5
451-28-5717;Naypyitaw;Member;Female;Home and lifestyle;83.17;6;24.951;523.971;03/20/2019;11:23;Cash;7.3;34;7
609-81-8548;Yangon;Member;Female;Home and lifestyle;37.44;6;11.232;235.872;02/06/2019;13:55;Credit card;5.9;6;6
133-14-7229;Naypyitaw;Normal;Male;Health and beauty;62.87;2;6.287;132.027;01/01/2019;11:43;Cash;5;2;8
534-01-4457;Yangon;Normal;Male;Food and beverages;81.71;6;24.513;514.773;01/27/2019;14:36;Credit card;8;3;1
719-89-8991;Yangon;Member;Female;Sports and travel;91.41;5;22.8525;479.9025;02/25/2019;16:03;Ewallet;7.1;4;2
286-62-6248;Mandalay;Normal;Male;Fashion accessories;39.21;4;7.842;164.682;01/16/2019;20:03;Credit card;9;5;3
339-38-9982;Mandalay;Member;Male;Fashion accessories;59.86;2;5.986;125.706;01/13/2019;14:55;Ewallet;6.7;6;4
827-44-5872;Mandalay;Member;Female;Food and beverages;54.36;10;27.18;570.78;02/07/2019;11:28;Credit card;6.1;6;5
827-77-7633;Yangon;Normal;Male;Sports and travel;98.09;9;44.1405;926.9505;02/17/2019;19:41;Cash;9.3;7;6
287-83-1405;Yangon;Normal;Male;Health and beauty;25.43;6;7.629;160.209;02/12/2019;19:01;Ewallet;7;1;1
435-13-4908;Yangon;Member;Male;Fashion accessories;86.68;8;34.672;728.112;01/24/2019;18:04;Credit card;7.2;1;4
857-67-9057;Mandalay;Normal;Male;Electronic accessories;22.95;10;11.475;240.975;02/06/2019;19:20;Ewallet;8.2;3;5
236-27-1144;Naypyitaw;Normal;Female;Food and beverages;16.31;9;7.3395;154.1295;03/26/2019;10:31;Ewallet;8.4;5;6
892-05-6689;Yangon;Normal;Female;Home and lifestyle;28.32;5;7.08;148.68;03/11/2019;13:28;Ewallet;6.2;9;7
583-41-4548;Naypyitaw;Normal;Male;Home and lifestyle;16.67;7;5.8345;122.5245;02/07/2019;11:36;Ewallet;7.4;3;8
339-12-4827;Mandalay;Member;Female;Fashion accessories;73.96;1;3.698;77.658;01/05/2019;11:32;Credit card;5;2;1
643-38-7867;Yangon;Normal;Male;Home and lifestyle;97.94;1;4.897;102.837;03/07/2019;11:44;Ewallet;6.9;1;4
308-81-0538;Yangon;Normal;Female;Fashion accessories;73.05;4;14.61;306.81;02/25/2019;17:16;Credit card;4.9;1;3
358-88-9262;Naypyitaw;Member;Female;Food and beverages;87.48;6;26.244;551.124;02/01/2019;18:43;Ewallet;5.1;5;7
460-35-4390;Yangon;Normal;Male;Home and lifestyle;30.68;3;4.602;96.642;01/22/2019;11:00;Ewallet;9.1;6;6
343-87-0864;Naypyitaw;Member;Male;Health and beauty;75.88;1;3.794;79.674;01/03/2019;10:30;Credit card;7.1;7;8
173-50-1108;Mandalay;Member;Female;Sports and travel;20.18;4;4.036;84.756;02/13/2019;12:14;Credit card;5;8;1
243-47-2663;Naypyitaw;Member;Male;Electronic accessories;18.77;6;5.631;118.251;01/28/2019;16:43;Credit card;5.5;234;2
841-18-8232;Mandalay;Normal;Female;Food and beverages;71.2;1;3.56;74.76;01/05/2019;20:40;Credit card;9.2;34;4
701-23-5550;Mandalay;Member;Male;Home and lifestyle;38.81;4;7.762;163.002;03/19/2019;13:40;Ewallet;4.9;3;5
647-50-1224;Yangon;Normal;Female;Fashion accessories;29.42;10;14.71;308.91;01/12/2019;16:23;Ewallet;8.9;3;7
541-48-8554;Yangon;Normal;Male;Sports and travel;60.95;9;27.4275;575.9775;01/07/2019;12:08;Credit card;6;45;6
539-21-7227;Mandalay;Normal;Female;Sports and travel;51.54;5;12.885;270.585;01/26/2019;17:45;Cash;4.2;6;8
213-32-1216;Yangon;Normal;Female;Electronic accessories;66.06;6;19.818;416.178;01/23/2019;10:28;Cash;7.3;7;1
747-58-7183;Mandalay;Normal;Male;Fashion accessories;57.27;3;8.5905;180.4005;02/09/2019;20:31;Ewallet;6.5;4;2
582-52-8065;Mandalay;Normal;Female;Fashion accessories;54.31;9;24.4395;513.2295;02/22/2019;10:49;Cash;8.9;4;3
210-57-1719;Mandalay;Normal;Female;Health and beauty;58.24;9;26.208;550.368;02/05/2019;12:34;Cash;9.7;34;4
399-69-4630;Naypyitaw;Normal;Male;Electronic accessories;22.21;6;6.663;139.923;03/07/2019;10:23;Credit card;8.6;6;5
134-75-2619;Yangon;Member;Male;Electronic accessories;19.32;7;6.762;142.002;03/25/2019;18:51;Cash;6.9;2;6
356-44-8813;Mandalay;Normal;Male;Home and lifestyle;37.48;3;5.622;118.062;01/20/2019;13:45;Credit card;7.7;3;1
198-66-9832;Mandalay;Member;Female;Fashion accessories;72.04;2;7.204;151.284;02/04/2019;19:38;Cash;9.5;4;4
283-26-5248;Naypyitaw;Member;Female;Food and beverages;98.52;10;49.26;1034.46;01/30/2019;20:23;Ewallet;4.5;5;5
712-39-0363;Yangon;Member;Male;Food and beverages;41.66;6;12.498;262.458;01/02/2019;15:24;Ewallet;5.6;6;6
218-59-9410;Yangon;Member;Female;Home and lifestyle;72.42;3;10.863;228.123;03/29/2019;16:54;Ewallet;8.2;6;7
174-75-0888;Mandalay;Normal;Male;Electronic accessories;21.58;9;9.711;203.931;03/14/2019;12:32;Cash;7.3;7;8
866-99-7614;Naypyitaw;Normal;Male;Food and beverages;89.2;10;44.6;936.6;02/11/2019;15:42;Credit card;4.4;1;1
134-54-4720;Mandalay;Normal;Female;Electronic accessories;42.42;8;16.968;356.328;01/30/2019;13:58;Ewallet;5.7;1;4
760-90-2357;Yangon;Member;Male;Electronic accessories;74.51;6;22.353;469.413;03/20/2019;15:08;Ewallet;5;3;3
514-37-2845;Mandalay;Normal;Male;Fashion accessories;99.25;2;9.925;208.425;03/20/2019;13:02;Cash;9;5;7
698-98-5964;Yangon;Normal;Female;Food and beverages;81.21;10;40.605;852.705;01/17/2019;13:01;Credit card;6.3;9;6
718-57-9773;Naypyitaw;Normal;Female;Sports and travel;49.33;10;24.665;517.965;02/03/2019;16:40;Credit card;9.4;3;8
651-88-7328;Yangon;Normal;Female;Fashion accessories;65.74;9;29.583;621.243;01/01/2019;13:55;Cash;7.7;2;1
241-11-2261;Mandalay;Normal;Female;Fashion accessories;79.86;7;27.951;586.971;01/10/2019;10:33;Credit card;5.5;1;2
408-26-9866;Naypyitaw;Normal;Female;Sports and travel;73.98;7;25.893;543.753;03/02/2019;16:42;Ewallet;4.1;1;4
834-83-1826;Mandalay;Member;Female;Home and lifestyle;82.04;5;20.51;430.71;02/25/2019;17:16;Credit card;7.6;5;5
343-61-3544;Mandalay;Member;Male;Sports and travel;26.67;10;13.335;280.035;01/29/2019;11:48;Cash;8.6;6;7
239-48-4278;Yangon;Member;Male;Food and beverages;10.13;7;3.5455;74.4555;03/10/2019;19:35;Ewallet;8.3;7;6
355-34-6244;Mandalay;Normal;Male;Food and beverages;72.39;2;7.239;152.019;01/13/2019;19:55;Credit card;8.1;8;8
550-84-8664;Yangon;Normal;Male;Sports and travel;85.91;5;21.4775;451.0275;03/22/2019;14:33;Credit card;8.6;234;1
339-96-8318;Mandalay;Member;Male;Fashion accessories;81.31;7;28.4585;597.6285;03/01/2019;19:49;Ewallet;6.3;34;2
458-61-0011;Mandalay;Normal;Male;Food and beverages;60.3;4;12.06;253.26;02/20/2019;18:43;Cash;5.8;3;3
592-34-6155;Naypyitaw;Normal;Male;Food and beverages;31.77;4;6.354;133.434;01/14/2019;14:43;Ewallet;6.2;3;4
797-88-0493;Yangon;Normal;Female;Health and beauty;64.27;4;12.854;269.934;03/26/2019;13:54;Cash;7.7;45;5
207-73-1363;Mandalay;Normal;Male;Health and beauty;69.51;2;6.951;145.971;03/01/2019;12:15;Ewallet;8.1;6;6
390-31-6381;Naypyitaw;Normal;Male;Food and beverages;27.22;3;4.083;85.743;01/07/2019;12:37;Cash;7.3;7;1
443-82-0585;Yangon;Member;Female;Health and beauty;77.68;4;15.536;326.256;02/01/2019;19:54;Cash;8.4;4;4
339-18-7061;Naypyitaw;Member;Female;Fashion accessories;92.98;2;9.298;195.258;02/13/2019;15:06;Credit card;8;4;5
359-90-3665;Mandalay;Member;Female;Fashion accessories;18.08;4;3.616;75.936;01/14/2019;18:03;Credit card;9.5;34;6
375-72-3056;Mandalay;Normal;Male;Sports and travel;63.06;3;9.459;198.639;01/19/2019;15:58;Ewallet;7;6;7
127-47-6963;Yangon;Normal;Male;Health and beauty;51.71;4;10.342;217.182;03/09/2019;13:53;Credit card;9.8;2;8
278-86-2735;Yangon;Normal;Female;Food and beverages;52.34;3;7.851;164.871;03/27/2019;14:03;Cash;9.2;3;1
695-28-6250;Yangon;Normal;Female;Sports and travel;43.06;5;10.765;226.065;02/04/2019;16:38;Ewallet;7.7;4;4
379-17-6588;Naypyitaw;Normal;Male;Fashion accessories;59.61;10;29.805;625.905;03/14/2019;11:07;Cash;5.3;5;3
227-50-3718;Yangon;Normal;Male;Health and beauty;14.62;5;3.655;76.755;03/04/2019;12:23;Cash;4.4;6;7
302-15-2162;Naypyitaw;Member;Male;Health and beauty;46.53;6;13.959;293.139;03/03/2019;10:54;Credit card;4.3;6;6
788-07-8452;Naypyitaw;Member;Female;Home and lifestyle;24.24;7;8.484;178.164;01/27/2019;17:38;Ewallet;9.4;7;8
560-49-6611;Yangon;Member;Female;Sports and travel;45.58;1;2.279;47.859;02/07/2019;14:13;Cash;9.8;1;1
880-35-0356;Yangon;Member;Female;Sports and travel;75.2;3;11.28;236.88;02/05/2019;11:51;Ewallet;4.8;1;2
585-11-6748;Mandalay;Member;Male;Sports and travel;96.8;3;14.52;304.92;03/15/2019;13:05;Cash;5.3;3;4
470-31-3286;Mandalay;Normal;Male;Health and beauty;14.82;3;2.223;46.683;03/01/2019;11:30;Credit card;8.7;5;5
152-68-2907;Yangon;Normal;Male;Food and beverages;52.2;3;7.83;164.43;02/15/2019;13:30;Credit card;9.5;9;7
123-35-4896;Naypyitaw;Normal;Female;Sports and travel;46.66;9;20.997;440.937;02/17/2019;19:11;Ewallet;5.3;3;6
258-69-7810;Naypyitaw;Normal;Female;Fashion accessories;36.85;5;9.2125;193.4625;01/26/2019;18:53;Cash;9.2;2;8
334-64-2006;Yangon;Member;Female;Home and lifestyle;70.32;2;7.032;147.672;03/24/2019;14:22;Ewallet;9.6;1;1
219-61-4139;Naypyitaw;Normal;Male;Electronic accessories;83.08;1;4.154;87.234;01/23/2019;17:16;Ewallet;6.4;1;2
881-41-7302;Naypyitaw;Normal;Female;Fashion accessories;64.99;1;3.2495;68.2395;01/26/2019;10:06;Credit card;4.5;5;3
373-09-4567;Naypyitaw;Normal;Male;Food and beverages;77.56;10;38.78;814.38;03/14/2019;20:35;Ewallet;6.9;6;4
642-30-6693;Mandalay;Normal;Female;Sports and travel;54.51;6;16.353;343.413;03/17/2019;13:54;Ewallet;7.8;7;5
484-22-8230;Naypyitaw;Member;Female;Fashion accessories;51.89;7;18.1615;381.3915;01/08/2019;20:08;Cash;4.5;8;6
830-58-2383;Mandalay;Normal;Male;Home and lifestyle;31.75;4;6.35;133.35;02/08/2019;15:26;Cash;8.6;234;1
559-98-9873;Yangon;Member;Female;Fashion accessories;53.65;7;18.7775;394.3275;02/10/2019;12:56;Ewallet;5.2;34;4
544-32-5024;Naypyitaw;Member;Female;Food and beverages;49.79;4;9.958;209.118;03/28/2019;19:16;Credit card;6.4;3;5
318-12-0304;Yangon;Normal;Male;Fashion accessories;30.61;1;1.5305;32.1405;01/23/2019;12:20;Ewallet;5.2;3;6
349-97-8902;Mandalay;Member;Male;Food and beverages;57.89;2;5.789;121.569;01/17/2019;10:37;Ewallet;8.9;45;7
421-95-9805;Yangon;Normal;Female;Electronic accessories;28.96;1;1.448;30.408;02/07/2019;10:18;Credit card;6.2;6;8
277-35-5865;Naypyitaw;Member;Female;Food and beverages;98.97;9;44.5365;935.2665;03/09/2019;11:23;Cash;6.7;7;1
789-23-8625;Mandalay;Member;Male;Fashion accessories;93.22;3;13.983;293.643;01/24/2019;11:45;Cash;7.2;4;4
284-54-4231;Naypyitaw;Member;Male;Sports and travel;80.93;1;4.0465;84.9765;01/19/2019;16:08;Credit card;9;4;3
443-59-0061;Yangon;Member;Male;Food and beverages;67.45;10;33.725;708.225;02/03/2019;11:25;Ewallet;4.2;34;7
509-29-3912;Yangon;Member;Female;Sports and travel;38.72;9;17.424;365.904;03/20/2019;12:24;Ewallet;4.2;6;6
327-40-9673;Mandalay;Member;Male;Sports and travel;72.6;6;21.78;457.38;01/13/2019;19:51;Cash;6.9;4;8
840-19-2096;Naypyitaw;Member;Male;Electronic accessories;87.91;5;21.9775;461.5275;03/14/2019;18:10;Ewallet;4.4;34;1
828-46-6863;Yangon;Member;Male;Food and beverages;98.53;6;29.559;620.739;01/23/2019;11:22;Credit card;4;6;2
641-96-3695;Naypyitaw;Member;Female;Fashion accessories;43.46;6;13.038;273.798;02/07/2019;17:55;Ewallet;8.5;2;4
420-97-3340;Yangon;Normal;Female;Food and beverages;71.68;3;10.752;225.792;03/28/2019;15:30;Credit card;9.2;3;5
436-54-4512;Yangon;Member;Female;Food and beverages;91.61;1;4.5805;96.1905;03/20/2019;19:44;Cash;9.8;4;7
670-79-6321;Mandalay;Member;Female;Home and lifestyle;94.59;7;;695.2365;01/17/2019;15:27;Credit card;4.9;5;6
852-62-7105;Mandalay;Normal;Female;Fashion accessories;83.25;10;41.625;874.125;01/12/2019;11:25;Credit card;4.4;6;8
598-06-7312;Mandalay;Member;Male;Fashion accessories;91.35;1;4.5675;95.9175;02/16/2019;15:42;Cash;6.8;6;1
135-13-8269;Mandalay;Member;Female;Food and beverages;78.88;2;7.888;165.648;01/26/2019;16:04;Cash;9.1;7;2
816-57-2053;Yangon;Normal;Male;Sports and travel;60.87;2;6.087;127.827;03/09/2019;12:37;Ewallet;8.7;1;3
628-90-8624;Mandalay;Member;Male;Health and beauty;82.58;10;41.29;867.09;03/14/2019;14:41;Cash;5;1;4
856-66-2701;Yangon;Member;Male;Home and lifestyle;53.3;3;7.995;167.895;01/25/2019;14:19;Ewallet;7.5;3;5
308-39-1707;Yangon;Normal;Female;Fashion accessories;12.09;1;0.6045;12.6945;01/26/2019;18:19;Credit card;8.2;5;6
149-61-1929;Yangon;Normal;Male;Sports and travel;64.19;10;32.095;673.995;01/19/2019;14:08;Credit card;6.7;9;1
655-07-2265;Yangon;Normal;Male;Electronic accessories;78.31;3;11.7465;246.6765;03/05/2019;16:38;Ewallet;5.4;3;4
589-02-8023;Yangon;Member;Male;Food and beverages;83.77;2;8.377;175.917;01/15/2019;10:54;Credit card;7;2;5
420-04-7590;Mandalay;Normal;Male;Home and lifestyle;99.7;3;14.955;314.055;03/18/2019;11:29;Ewallet;4.7;1;6
